julian,year,month,day,id,z,proc,lat,lon,date
728141,1993,7,31,13882,97,Tmax,35.033333,-85.199997,1993-07-31
728111,1993,7,1,13883,94,Tmax,33.950001,-81.11666899999999,1993-07-01
728112,1993,7,2,13883,94,Tmax,33.950001,-81.11666899999999,1993-07-02
728113,1993,7,3,13883,101,Tmax,33.950001,-81.11666899999999,1993-07-03
728114,1993,7,4,13883,101,Tmax,33.950001,-81.11666899999999,1993-07-04
728115,1993,7,5,13883,100,Tmax,33.950001,-81.11666899999999,1993-07-05
728116,1993,7,6,13883,100,Tmax,33.950001,-81.11666899999999,1993-07-06
728117,1993,7,7,13883,99,Tmax,33.950001,-81.11666899999999,1993-07-07
728118,1993,7,8,13883,99,Tmax,33.950001,-81.11666899999999,1993-07-08
728119,1993,7,9,13883,101,Tmax,33.950001,-81.11666899999999,1993-07-09
728120,1993,7,10,13883,103,Tmax,33.950001,-81.11666899999999,1993-07-10
728121,1993,7,11,13883,102,Tmax,33.950001,-81.11666899999999,1993-07-11
728122,1993,7,12,13883,101,Tmax,33.950001,-81.11666899999999,1993-07-12
728123,1993,7,13,13883,100,Tmax,33.950001,-81.11666899999999,1993-07-13
728124,1993,7,14,13883,99,Tmax,33.950001,-81.11666899999999,1993-07-14
728125,1993,7,15,13883,102,Tmax,33.950001,-81.11666899999999,1993-07-15
728126,1993,7,16,13883,99,Tmax,33.950001,-81.11666899999999,1993-07-16
728127,1993,7,17,13883,101,Tmax,33.950001,-81.11666899999999,1993-07-17
728128,1993,7,18,13883,98,Tmax,33.950001,-81.11666899999999,1993-07-18
728129,1993,7,19,13883,100,Tmax,33.950001,-81.11666899999999,1993-07-19
728130,1993,7,20,13883,100,Tmax,33.950001,-81.11666899999999,1993-07-20
728131,1993,7,21,13883,100,Tmax,33.950001,-81.11666899999999,1993-07-21
728132,1993,7,22,13883,100,Tmax,33.950001,-81.11666899999999,1993-07-22
728133,1993,7,23,13883,99,Tmax,33.950001,-81.11666899999999,1993-07-23
728134,1993,7,24,13883,95,Tmax,33.950001,-81.11666899999999,1993-07-24
728135,1993,7,25,13883,95,Tmax,33.950001,-81.11666899999999,1993-07-25
728136,1993,7,26,13883,94,Tmax,33.950001,-81.11666899999999,1993-07-26
728137,1993,7,27,13883,98,Tmax,33.950001,-81.11666899999999,1993-07-27
728138,1993,7,28,13883,102,Tmax,33.950001,-81.11666899999999,1993-07-28
728139,1993,7,29,13883,103,Tmax,33.950001,-81.11666899999999,1993-07-29
728140,1993,7,30,13883,95,Tmax,33.950001,-81.11666899999999,1993-07-30
728141,1993,7,31,13883,92,Tmax,33.950001,-81.11666899999999,1993-07-31
728111,1993,7,1,13891,92,Tmax,35.816666,-83.98333000000001,1993-07-01
728112,1993,7,2,13891,93,Tmax,35.816666,-83.98333000000001,1993-07-02
728113,1993,7,3,13891,94,Tmax,35.816666,-83.98333000000001,1993-07-03
728114,1993,7,4,13891,97,Tmax,35.816666,-83.98333000000001,1993-07-04
728115,1993,7,5,13891,95,Tmax,35.816666,-83.98333000000001,1993-07-05
728116,1993,7,6,13891,95,Tmax,35.816666,-83.98333000000001,1993-07-06
728117,1993,7,7,13891,98,Tmax,35.816666,-83.98333000000001,1993-07-07
728118,1993,7,8,13891,100,Tmax,35.816666,-83.98333000000001,1993-07-08
728119,1993,7,9,13891,98,Tmax,35.816666,-83.98333000000001,1993-07-09
728120,1993,7,10,13891,95,Tmax,35.816666,-83.98333000000001,1993-07-10
728121,1993,7,11,13891,95,Tmax,35.816666,-83.98333000000001,1993-07-11
728122,1993,7,12,13891,96,Tmax,35.816666,-83.98333000000001,1993-07-12
728123,1993,7,13,13891,95,Tmax,35.816666,-83.98333000000001,1993-07-13
728124,1993,7,14,13891,93,Tmax,35.816666,-83.98333000000001,1993-07-14
728125,1993,7,15,13891,90,Tmax,35.816666,-83.98333000000001,1993-07-15
728126,1993,7,16,13891,92,Tmax,35.816666,-83.98333000000001,1993-07-16
728127,1993,7,17,13891,91,Tmax,35.816666,-83.98333000000001,1993-07-17
728128,1993,7,18,13891,94,Tmax,35.816666,-83.98333000000001,1993-07-18
728129,1993,7,19,13891,96,Tmax,35.816666,-83.98333000000001,1993-07-19
728130,1993,7,20,13891,94,Tmax,35.816666,-83.98333000000001,1993-07-20
728131,1993,7,21,13891,94,Tmax,35.816666,-83.98333000000001,1993-07-21
728132,1993,7,22,13891,95,Tmax,35.816666,-83.98333000000001,1993-07-22
728133,1993,7,23,13891,97,Tmax,35.816666,-83.98333000000001,1993-07-23
728134,1993,7,24,13891,98,Tmax,35.816666,-83.98333000000001,1993-07-24
728135,1993,7,25,13891,98,Tmax,35.816666,-83.98333000000001,1993-07-25
728136,1993,7,26,13891,99,Tmax,35.816666,-83.98333000000001,1993-07-26
728137,1993,7,27,13891,99,Tmax,35.816666,-83.98333000000001,1993-07-27
728138,1993,7,28,13891,100,Tmax,35.816666,-83.98333000000001,1993-07-28
728139,1993,7,29,13891,98,Tmax,35.816666,-83.98333000000001,1993-07-29
728140,1993,7,30,13891,89,Tmax,35.816666,-83.98333000000001,1993-07-30
728141,1993,7,31,13891,91,Tmax,35.816666,-83.98333000000001,1993-07-31
728111,1993,7,1,13893,93,Tmax,35.049999,-89.98333000000001,1993-07-01
728112,1993,7,2,13893,93,Tmax,35.049999,-89.98333000000001,1993-07-02
728113,1993,7,3,13893,94,Tmax,35.049999,-89.98333000000001,1993-07-03
728114,1993,7,4,13893,94,Tmax,35.049999,-89.98333000000001,1993-07-04
728115,1993,7,5,13893,94,Tmax,35.049999,-89.98333000000001,1993-07-05
728116,1993,7,6,13893,94,Tmax,35.049999,-89.98333000000001,1993-07-06
728117,1993,7,7,13893,95,Tmax,35.049999,-89.98333000000001,1993-07-07
728118,1993,7,8,13893,95,Tmax,35.049999,-89.98333000000001,1993-07-08
728119,1993,7,9,13893,95,Tmax,35.049999,-89.98333000000001,1993-07-09
728120,1993,7,10,13893,94,Tmax,35.049999,-89.98333000000001,1993-07-10
728121,1993,7,11,13893,92,Tmax,35.049999,-89.98333000000001,1993-07-11
728122,1993,7,12,13893,96,Tmax,35.049999,-89.98333000000001,1993-07-12
728123,1993,7,13,13893,95,Tmax,35.049999,-89.98333000000001,1993-07-13
728124,1993,7,14,13893,95,Tmax,35.049999,-89.98333000000001,1993-07-14
728125,1993,7,15,13893,94,Tmax,35.049999,-89.98333000000001,1993-07-15
728126,1993,7,16,13893,95,Tmax,35.049999,-89.98333000000001,1993-07-16
728127,1993,7,17,13893,94,Tmax,35.049999,-89.98333000000001,1993-07-17
728128,1993,7,18,13893,97,Tmax,35.049999,-89.98333000000001,1993-07-18
728129,1993,7,19,13893,99,Tmax,35.049999,-89.98333000000001,1993-07-19
728130,1993,7,20,13893,98,Tmax,35.049999,-89.98333000000001,1993-07-20
728131,1993,7,21,13893,96,Tmax,35.049999,-89.98333000000001,1993-07-21
728132,1993,7,22,13893,97,Tmax,35.049999,-89.98333000000001,1993-07-22
728133,1993,7,23,13893,97,Tmax,35.049999,-89.98333000000001,1993-07-23
728134,1993,7,24,13893,99,Tmax,35.049999,-89.98333000000001,1993-07-24
728135,1993,7,25,13893,98,Tmax,35.049999,-89.98333000000001,1993-07-25
728136,1993,7,26,13893,99,Tmax,35.049999,-89.98333000000001,1993-07-26
728137,1993,7,27,13893,99,Tmax,35.049999,-89.98333000000001,1993-07-27
728138,1993,7,28,13893,99,Tmax,35.049999,-89.98333000000001,1993-07-28
728139,1993,7,29,13893,98,Tmax,35.049999,-89.98333000000001,1993-07-29
728140,1993,7,30,13893,96,Tmax,35.049999,-89.98333000000001,1993-07-30
728141,1993,7,31,13893,98,Tmax,35.049999,-89.98333000000001,1993-07-31
728111,1993,7,1,13895,94,Tmax,32.299999,-86.400002,1993-07-01
728112,1993,7,2,13895,97,Tmax,32.299999,-86.400002,1993-07-02
728113,1993,7,3,13895,98,Tmax,32.299999,-86.400002,1993-07-03
728114,1993,7,4,13895,95,Tmax,32.299999,-86.400002,1993-07-04
728115,1993,7,5,13895,95,Tmax,32.299999,-86.400002,1993-07-05
728116,1993,7,6,13895,98,Tmax,32.299999,-86.400002,1993-07-06
728117,1993,7,7,13895,100,Tmax,32.299999,-86.400002,1993-07-07
728118,1993,7,8,13895,93,Tmax,32.299999,-86.400002,1993-07-08
728119,1993,7,9,13895,95,Tmax,32.299999,-86.400002,1993-07-09
728120,1993,7,10,13895,94,Tmax,32.299999,-86.400002,1993-07-10
728121,1993,7,11,13895,93,Tmax,32.299999,-86.400002,1993-07-11
728122,1993,7,12,13895,91,Tmax,32.299999,-86.400002,1993-07-12
728123,1993,7,13,13895,92,Tmax,32.299999,-86.400002,1993-07-13
728124,1993,7,14,13895,94,Tmax,32.299999,-86.400002,1993-07-14
728125,1993,7,15,13895,94,Tmax,32.299999,-86.400002,1993-07-15
728126,1993,7,16,13895,97,Tmax,32.299999,-86.400002,1993-07-16
728127,1993,7,17,13895,97,Tmax,32.299999,-86.400002,1993-07-17
728128,1993,7,18,13895,100,Tmax,32.299999,-86.400002,1993-07-18
728129,1993,7,19,13895,98,Tmax,32.299999,-86.400002,1993-07-19
728130,1993,7,20,13895,100,Tmax,32.299999,-86.400002,1993-07-20
728131,1993,7,21,13895,101,Tmax,32.299999,-86.400002,1993-07-21
728132,1993,7,22,13895,100,Tmax,32.299999,-86.400002,1993-07-22
728133,1993,7,23,13895,100,Tmax,32.299999,-86.400002,1993-07-23
728134,1993,7,24,13895,96,Tmax,32.299999,-86.400002,1993-07-24
728135,1993,7,25,13895,95,Tmax,32.299999,-86.400002,1993-07-25
728136,1993,7,26,13895,99,Tmax,32.299999,-86.400002,1993-07-26
728137,1993,7,27,13895,99,Tmax,32.299999,-86.400002,1993-07-27
728138,1993,7,28,13895,100,Tmax,32.299999,-86.400002,1993-07-28
728139,1993,7,29,13895,98,Tmax,32.299999,-86.400002,1993-07-29
728140,1993,7,30,13895,97,Tmax,32.299999,-86.400002,1993-07-30
728141,1993,7,31,13895,96,Tmax,32.299999,-86.400002,1993-07-31
728111,1993,7,1,13896,92,Tmax,34.75,-87.61666899999999,1993-07-01
728112,1993,7,2,13896,93,Tmax,34.75,-87.61666899999999,1993-07-02
728113,1993,7,3,13896,95,Tmax,34.75,-87.61666899999999,1993-07-03
728114,1993,7,4,13896,95,Tmax,34.75,-87.61666899999999,1993-07-04
728115,1993,7,5,13896,93,Tmax,34.75,-87.61666899999999,1993-07-05
728116,1993,7,6,13896,95,Tmax,34.75,-87.61666899999999,1993-07-06
728117,1993,7,7,13896,96,Tmax,34.75,-87.61666899999999,1993-07-07
728118,1993,7,8,13896,98,Tmax,34.75,-87.61666899999999,1993-07-08
728119,1993,7,9,13896,93,Tmax,34.75,-87.61666899999999,1993-07-09
728120,1993,7,10,13896,95,Tmax,34.75,-87.61666899999999,1993-07-10
728121,1993,7,11,13896,89,Tmax,34.75,-87.61666899999999,1993-07-11
728122,1993,7,12,13896,95,Tmax,34.75,-87.61666899999999,1993-07-12
728123,1993,7,13,13896,92,Tmax,34.75,-87.61666899999999,1993-07-13
728124,1993,7,14,13896,90,Tmax,34.75,-87.61666899999999,1993-07-14
728125,1993,7,15,13896,93,Tmax,34.75,-87.61666899999999,1993-07-15
728126,1993,7,16,13896,94,Tmax,34.75,-87.61666899999999,1993-07-16
728127,1993,7,17,13896,92,Tmax,34.75,-87.61666899999999,1993-07-17
728128,1993,7,18,13896,96,Tmax,34.75,-87.61666899999999,1993-07-18
728129,1993,7,19,13896,99,Tmax,34.75,-87.61666899999999,1993-07-19
728130,1993,7,20,13896,96,Tmax,34.75,-87.61666899999999,1993-07-20
728131,1993,7,21,13896,97,Tmax,34.75,-87.61666899999999,1993-07-21
728132,1993,7,22,13896,99,Tmax,34.75,-87.61666899999999,1993-07-22
728133,1993,7,23,13896,99,Tmax,34.75,-87.61666899999999,1993-07-23
728134,1993,7,24,13896,100,Tmax,34.75,-87.61666899999999,1993-07-24
728135,1993,7,25,13896,100,Tmax,34.75,-87.61666899999999,1993-07-25
728136,1993,7,26,13896,102,Tmax,34.75,-87.61666899999999,1993-07-26
728137,1993,7,27,13896,102,Tmax,34.75,-87.61666899999999,1993-07-27
728138,1993,7,28,13896,100,Tmax,34.75,-87.61666899999999,1993-07-28
728139,1993,7,29,13896,98,Tmax,34.75,-87.61666899999999,1993-07-29
728140,1993,7,30,13896,93,Tmax,34.75,-87.61666899999999,1993-07-30
728141,1993,7,31,13896,96,Tmax,34.75,-87.61666899999999,1993-07-31
728111,1993,7,1,13897,91,Tmax,36.116665000000005,-86.683334,1993-07-01
728112,1993,7,2,13897,91,Tmax,36.116665000000005,-86.683334,1993-07-02
728113,1993,7,3,13897,92,Tmax,36.116665000000005,-86.683334,1993-07-03
728114,1993,7,4,13897,94,Tmax,36.116665000000005,-86.683334,1993-07-04
728115,1993,7,5,13897,92,Tmax,36.116665000000005,-86.683334,1993-07-05
728116,1993,7,6,13897,94,Tmax,36.116665000000005,-86.683334,1993-07-06
728117,1993,7,7,13897,95,Tmax,36.116665000000005,-86.683334,1993-07-07
728118,1993,7,8,13897,96,Tmax,36.116665000000005,-86.683334,1993-07-08
728119,1993,7,9,13897,93,Tmax,36.116665000000005,-86.683334,1993-07-09
728120,1993,7,10,13897,92,Tmax,36.116665000000005,-86.683334,1993-07-10
728121,1993,7,11,13897,88,Tmax,36.116665000000005,-86.683334,1993-07-11
728122,1993,7,12,13897,91,Tmax,36.116665000000005,-86.683334,1993-07-12
728123,1993,7,13,13897,91,Tmax,36.116665000000005,-86.683334,1993-07-13
728124,1993,7,14,13897,91,Tmax,36.116665000000005,-86.683334,1993-07-14
728125,1993,7,15,13897,87,Tmax,36.116665000000005,-86.683334,1993-07-15
728126,1993,7,16,13897,94,Tmax,36.116665000000005,-86.683334,1993-07-16
728127,1993,7,17,13897,96,Tmax,36.116665000000005,-86.683334,1993-07-17
728128,1993,7,18,13897,94,Tmax,36.116665000000005,-86.683334,1993-07-18
728129,1993,7,19,13897,94,Tmax,36.116665000000005,-86.683334,1993-07-19
728130,1993,7,20,13897,93,Tmax,36.116665000000005,-86.683334,1993-07-20
728131,1993,7,21,13897,94,Tmax,36.116665000000005,-86.683334,1993-07-21
728132,1993,7,22,13897,94,Tmax,36.116665000000005,-86.683334,1993-07-22
728133,1993,7,23,13897,94,Tmax,36.116665000000005,-86.683334,1993-07-23
728134,1993,7,24,13897,97,Tmax,36.116665000000005,-86.683334,1993-07-24
728135,1993,7,25,13897,96,Tmax,36.116665000000005,-86.683334,1993-07-25
728136,1993,7,26,13897,98,Tmax,36.116665000000005,-86.683334,1993-07-26
728137,1993,7,27,13897,99,Tmax,36.116665000000005,-86.683334,1993-07-27
728138,1993,7,28,13897,99,Tmax,36.116665000000005,-86.683334,1993-07-28
728139,1993,7,29,13897,92,Tmax,36.116665000000005,-86.683334,1993-07-29
728140,1993,7,30,13897,88,Tmax,36.116665000000005,-86.683334,1993-07-30
728141,1993,7,31,13897,92,Tmax,36.116665000000005,-86.683334,1993-07-31
728111,1993,7,1,13942,93,Tmax,32.516666,-92.050003,1993-07-01
728112,1993,7,2,13942,93,Tmax,32.516666,-92.050003,1993-07-02
728113,1993,7,3,13942,94,Tmax,32.516666,-92.050003,1993-07-03
728114,1993,7,4,13942,93,Tmax,32.516666,-92.050003,1993-07-04
728115,1993,7,5,13942,92,Tmax,32.516666,-92.050003,1993-07-05
728116,1993,7,6,13942,93,Tmax,32.516666,-92.050003,1993-07-06
728117,1993,7,7,13942,94,Tmax,32.516666,-92.050003,1993-07-07
728118,1993,7,8,13942,95,Tmax,32.516666,-92.050003,1993-07-08
728119,1993,7,9,13942,93,Tmax,32.516666,-92.050003,1993-07-09
728120,1993,7,10,13942,93,Tmax,32.516666,-92.050003,1993-07-10
728121,1993,7,11,13942,93,Tmax,32.516666,-92.050003,1993-07-11
728122,1993,7,12,13942,96,Tmax,32.516666,-92.050003,1993-07-12
728123,1993,7,13,13942,96,Tmax,32.516666,-92.050003,1993-07-13
728124,1993,7,14,13942,96,Tmax,32.516666,-92.050003,1993-07-14
728125,1993,7,15,13942,95,Tmax,32.516666,-92.050003,1993-07-15
728126,1993,7,16,13942,92,Tmax,32.516666,-92.050003,1993-07-16
728127,1993,7,17,13942,96,Tmax,32.516666,-92.050003,1993-07-17
728128,1993,7,18,13942,97,Tmax,32.516666,-92.050003,1993-07-18
728129,1993,7,19,13942,96,Tmax,32.516666,-92.050003,1993-07-19
728130,1993,7,20,13942,97,Tmax,32.516666,-92.050003,1993-07-20
728131,1993,7,21,13942,97,Tmax,32.516666,-92.050003,1993-07-21
728132,1993,7,22,13942,97,Tmax,32.516666,-92.050003,1993-07-22
728133,1993,7,23,13942,98,Tmax,32.516666,-92.050003,1993-07-23
728134,1993,7,24,13942,97,Tmax,32.516666,-92.050003,1993-07-24
728135,1993,7,25,13942,99,Tmax,32.516666,-92.050003,1993-07-25
728136,1993,7,26,13942,99,Tmax,32.516666,-92.050003,1993-07-26
728137,1993,7,27,13942,98,Tmax,32.516666,-92.050003,1993-07-27
728138,1993,7,28,13942,101,Tmax,32.516666,-92.050003,1993-07-28
728139,1993,7,29,13942,101,Tmax,32.516666,-92.050003,1993-07-29
728140,1993,7,30,13942,97,Tmax,32.516666,-92.050003,1993-07-30
728141,1993,7,31,13942,103,Tmax,32.516666,-92.050003,1993-07-31
728111,1993,7,1,13957,92,Tmax,32.549999,-93.76666999999999,1993-07-01
728112,1993,7,2,13957,92,Tmax,32.549999,-93.76666999999999,1993-07-02
728113,1993,7,3,13957,93,Tmax,32.549999,-93.76666999999999,1993-07-03
728114,1993,7,4,13957,91,Tmax,32.549999,-93.76666999999999,1993-07-04
728115,1993,7,5,13957,92,Tmax,32.549999,-93.76666999999999,1993-07-05
728116,1993,7,6,13957,93,Tmax,32.549999,-93.76666999999999,1993-07-06
728117,1993,7,7,13957,93,Tmax,32.549999,-93.76666999999999,1993-07-07
728118,1993,7,8,13957,93,Tmax,32.549999,-93.76666999999999,1993-07-08
728119,1993,7,9,13957,94,Tmax,32.549999,-93.76666999999999,1993-07-09
728120,1993,7,10,13957,94,Tmax,32.549999,-93.76666999999999,1993-07-10
728121,1993,7,11,13957,93,Tmax,32.549999,-93.76666999999999,1993-07-11
728122,1993,7,12,13957,94,Tmax,32.549999,-93.76666999999999,1993-07-12
728123,1993,7,13,13957,93,Tmax,32.549999,-93.76666999999999,1993-07-13
728124,1993,7,14,13957,93,Tmax,32.549999,-93.76666999999999,1993-07-14
728125,1993,7,15,13957,95,Tmax,32.549999,-93.76666999999999,1993-07-15
728126,1993,7,16,13957,92,Tmax,32.549999,-93.76666999999999,1993-07-16
728127,1993,7,17,13957,94,Tmax,32.549999,-93.76666999999999,1993-07-17
728128,1993,7,18,13957,94,Tmax,32.549999,-93.76666999999999,1993-07-18
728129,1993,7,19,13957,95,Tmax,32.549999,-93.76666999999999,1993-07-19
728130,1993,7,20,13957,96,Tmax,32.549999,-93.76666999999999,1993-07-20
728131,1993,7,21,13957,96,Tmax,32.549999,-93.76666999999999,1993-07-21
728132,1993,7,22,13957,95,Tmax,32.549999,-93.76666999999999,1993-07-22
728133,1993,7,23,13957,96,Tmax,32.549999,-93.76666999999999,1993-07-23
728134,1993,7,24,13957,96,Tmax,32.549999,-93.76666999999999,1993-07-24
728135,1993,7,25,13957,97,Tmax,32.549999,-93.76666999999999,1993-07-25
728136,1993,7,26,13957,99,Tmax,32.549999,-93.76666999999999,1993-07-26
728137,1993,7,27,13957,98,Tmax,32.549999,-93.76666999999999,1993-07-27
728138,1993,7,28,13957,99,Tmax,32.549999,-93.76666999999999,1993-07-28
728139,1993,7,29,13957,102,Tmax,32.549999,-93.76666999999999,1993-07-29
728140,1993,7,30,13957,99,Tmax,32.549999,-93.76666999999999,1993-07-30
728141,1993,7,31,13957,101,Tmax,32.549999,-93.76666999999999,1993-07-31
728111,1993,7,1,13960,93,Tmax,32.849998,-96.849998,1993-07-01
728112,1993,7,2,13960,93,Tmax,32.849998,-96.849998,1993-07-02
728113,1993,7,3,13960,94,Tmax,32.849998,-96.849998,1993-07-03
728114,1993,7,4,13960,93,Tmax,32.849998,-96.849998,1993-07-04
728115,1993,7,5,13960,94,Tmax,32.849998,-96.849998,1993-07-05
728116,1993,7,6,13960,95,Tmax,32.849998,-96.849998,1993-07-06
728117,1993,7,7,13960,96,Tmax,32.849998,-96.849998,1993-07-07
728118,1993,7,8,13960,94,Tmax,32.849998,-96.849998,1993-07-08
728119,1993,7,9,13960,94,Tmax,32.849998,-96.849998,1993-07-09
728120,1993,7,10,13960,94,Tmax,32.849998,-96.849998,1993-07-10
728121,1993,7,11,13960,96,Tmax,32.849998,-96.849998,1993-07-11
728122,1993,7,12,13960,95,Tmax,32.849998,-96.849998,1993-07-12
728123,1993,7,13,13960,95,Tmax,32.849998,-96.849998,1993-07-13
728124,1993,7,14,13960,95,Tmax,32.849998,-96.849998,1993-07-14
728125,1993,7,15,13960,96,Tmax,32.849998,-96.849998,1993-07-15
728126,1993,7,16,13960,96,Tmax,32.849998,-96.849998,1993-07-16
728127,1993,7,17,13960,96,Tmax,32.849998,-96.849998,1993-07-17
728128,1993,7,18,13960,98,Tmax,32.849998,-96.849998,1993-07-18
728129,1993,7,19,13960,98,Tmax,32.849998,-96.849998,1993-07-19
728130,1993,7,20,13960,98,Tmax,32.849998,-96.849998,1993-07-20
728131,1993,7,21,13960,98,Tmax,32.849998,-96.849998,1993-07-21
728132,1993,7,22,13960,98,Tmax,32.849998,-96.849998,1993-07-22
728133,1993,7,23,13960,99,Tmax,32.849998,-96.849998,1993-07-23
728134,1993,7,24,13960,101,Tmax,32.849998,-96.849998,1993-07-24
728135,1993,7,25,13960,100,Tmax,32.849998,-96.849998,1993-07-25
728136,1993,7,26,13960,101,Tmax,32.849998,-96.849998,1993-07-26
728137,1993,7,27,13960,99,Tmax,32.849998,-96.849998,1993-07-27
728138,1993,7,28,13960,100,Tmax,32.849998,-96.849998,1993-07-28
728139,1993,7,29,13960,102,Tmax,32.849998,-96.849998,1993-07-29
728140,1993,7,30,13960,104,Tmax,32.849998,-96.849998,1993-07-30
728141,1993,7,31,13960,102,Tmax,32.849998,-96.849998,1993-07-31
728111,1993,7,1,13962,93,Tmax,32.433334,-99.683334,1993-07-01
728112,1993,7,2,13962,93,Tmax,32.433334,-99.683334,1993-07-02
728113,1993,7,3,13962,94,Tmax,32.433334,-99.683334,1993-07-03
728114,1993,7,4,13962,95,Tmax,32.433334,-99.683334,1993-07-04
728115,1993,7,5,13962,95,Tmax,32.433334,-99.683334,1993-07-05
728116,1993,7,6,13962,95,Tmax,32.433334,-99.683334,1993-07-06
728117,1993,7,7,13962,96,Tmax,32.433334,-99.683334,1993-07-07
728118,1993,7,8,13962,94,Tmax,32.433334,-99.683334,1993-07-08
728119,1993,7,9,13962,95,Tmax,32.433334,-99.683334,1993-07-09
728120,1993,7,10,13962,96,Tmax,32.433334,-99.683334,1993-07-10
728121,1993,7,11,13962,97,Tmax,32.433334,-99.683334,1993-07-11
728122,1993,7,12,13962,95,Tmax,32.433334,-99.683334,1993-07-12
728123,1993,7,13,13962,95,Tmax,32.433334,-99.683334,1993-07-13
728124,1993,7,14,13962,95,Tmax,32.433334,-99.683334,1993-07-14
728125,1993,7,15,13962,96,Tmax,32.433334,-99.683334,1993-07-15
728126,1993,7,16,13962,96,Tmax,32.433334,-99.683334,1993-07-16
728127,1993,7,17,13962,98,Tmax,32.433334,-99.683334,1993-07-17
728128,1993,7,18,13962,96,Tmax,32.433334,-99.683334,1993-07-18
728129,1993,7,19,13962,96,Tmax,32.433334,-99.683334,1993-07-19
728130,1993,7,20,13962,96,Tmax,32.433334,-99.683334,1993-07-20
728131,1993,7,21,13962,95,Tmax,32.433334,-99.683334,1993-07-21
728132,1993,7,22,13962,99,Tmax,32.433334,-99.683334,1993-07-22
728133,1993,7,23,13962,100,Tmax,32.433334,-99.683334,1993-07-23
728134,1993,7,24,13962,103,Tmax,32.433334,-99.683334,1993-07-24
728135,1993,7,25,13962,103,Tmax,32.433334,-99.683334,1993-07-25
728136,1993,7,26,13962,100,Tmax,32.433334,-99.683334,1993-07-26
728137,1993,7,27,13962,101,Tmax,32.433334,-99.683334,1993-07-27
728138,1993,7,28,13962,99,Tmax,32.433334,-99.683334,1993-07-28
728139,1993,7,29,13962,100,Tmax,32.433334,-99.683334,1993-07-29
728140,1993,7,30,13962,101,Tmax,32.433334,-99.683334,1993-07-30
728141,1993,7,31,13962,101,Tmax,32.433334,-99.683334,1993-07-31
728111,1993,7,1,13963,92,Tmax,34.733334,-92.23333000000001,1993-07-01
728112,1993,7,2,13963,93,Tmax,34.733334,-92.23333000000001,1993-07-02
728113,1993,7,3,13963,94,Tmax,34.733334,-92.23333000000001,1993-07-03
728114,1993,7,4,13963,95,Tmax,34.733334,-92.23333000000001,1993-07-04
728115,1993,7,5,13963,95,Tmax,34.733334,-92.23333000000001,1993-07-05
728116,1993,7,6,13963,94,Tmax,34.733334,-92.23333000000001,1993-07-06
728117,1993,7,7,13963,94,Tmax,34.733334,-92.23333000000001,1993-07-07
728118,1993,7,8,13963,95,Tmax,34.733334,-92.23333000000001,1993-07-08
728119,1993,7,9,13963,97,Tmax,34.733334,-92.23333000000001,1993-07-09
728120,1993,7,10,13963,96,Tmax,34.733334,-92.23333000000001,1993-07-10
728121,1993,7,11,13963,96,Tmax,34.733334,-92.23333000000001,1993-07-11
728122,1993,7,12,13963,95,Tmax,34.733334,-92.23333000000001,1993-07-12
728123,1993,7,13,13963,97,Tmax,34.733334,-92.23333000000001,1993-07-13
728124,1993,7,14,13963,95,Tmax,34.733334,-92.23333000000001,1993-07-14
728125,1993,7,15,13963,98,Tmax,34.733334,-92.23333000000001,1993-07-15
728126,1993,7,16,13963,97,Tmax,34.733334,-92.23333000000001,1993-07-16
728127,1993,7,17,13963,98,Tmax,34.733334,-92.23333000000001,1993-07-17
728128,1993,7,18,13963,99,Tmax,34.733334,-92.23333000000001,1993-07-18
728129,1993,7,19,13963,102,Tmax,34.733334,-92.23333000000001,1993-07-19
728130,1993,7,20,13963,98,Tmax,34.733334,-92.23333000000001,1993-07-20
728131,1993,7,21,13963,98,Tmax,34.733334,-92.23333000000001,1993-07-21
728132,1993,7,22,13963,97,Tmax,34.733334,-92.23333000000001,1993-07-22
728133,1993,7,23,13963,97,Tmax,34.733334,-92.23333000000001,1993-07-23
728134,1993,7,24,13963,101,Tmax,34.733334,-92.23333000000001,1993-07-24
728135,1993,7,25,13963,101,Tmax,34.733334,-92.23333000000001,1993-07-25
728136,1993,7,26,13963,101,Tmax,34.733334,-92.23333000000001,1993-07-26
728137,1993,7,27,13963,100,Tmax,34.733334,-92.23333000000001,1993-07-27
728138,1993,7,28,13963,102,Tmax,34.733334,-92.23333000000001,1993-07-28
728139,1993,7,29,13963,99,Tmax,34.733334,-92.23333000000001,1993-07-29
728140,1993,7,30,13963,100,Tmax,34.733334,-92.23333000000001,1993-07-30
728141,1993,7,31,13963,106,Tmax,34.733334,-92.23333000000001,1993-07-31
728111,1993,7,1,13964,93,Tmax,35.333332,-94.36666899999999,1993-07-01
728112,1993,7,2,13964,92,Tmax,35.333332,-94.36666899999999,1993-07-02
728113,1993,7,3,13964,94,Tmax,35.333332,-94.36666899999999,1993-07-03
728114,1993,7,4,13964,94,Tmax,35.333332,-94.36666899999999,1993-07-04
728115,1993,7,5,13964,92,Tmax,35.333332,-94.36666899999999,1993-07-05
728116,1993,7,6,13964,94,Tmax,35.333332,-94.36666899999999,1993-07-06
728117,1993,7,7,13964,96,Tmax,35.333332,-94.36666899999999,1993-07-07
728118,1993,7,8,13964,96,Tmax,35.333332,-94.36666899999999,1993-07-08
